Index,URL_ID,URL,Positive_score,Negative_score,Polarity_score,Subjectivity_score,Average_Sentence_Length,Percentage_of_Complex_words,Fog_Index,Average_number_of_words_per_sentence,complex_word_count,word_count,Syllable_Count_Per_Word,personal_pronoun_count,Avg_Word_length
18,8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,58,38,0.208333331,0.017027315,9.3125,0.438926174,3.90057047,9.3125,327,745,2.002684564,6,7.567785235
19,9359,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,65,37,0.274509801,0.012386157,11.70588235,0.559798995,4.906272539,11.70588235,557,995,2.315577889,3,8.27638191
20,9820.8,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,64,28,0.391304344,0.013828348,9.410526316,0.414988814,3.930206052,9.410526316,371,894,2.13310962,18,7.441834452
21,10282.6,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,58,26,0.380952376,0.011103767,12.11392405,0.449320794,5.025297938,12.11392405,430,957,2.219435737,16,7.904911181
22,10744.4,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,43,23,0.303030298,0.012204142,10.859375,0.45323741,4.525044964,10.859375,315,695,2.148201439,21,7.781294964
23,11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,21,11,0.31249999,0.01010101,8.977777778,0.455445545,3.773289329,8.977777778,184,404,2.002475248,7,7.841584158
25,12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,32,13,0.422222213,0.015280136,11.08333333,0.406015038,4.595739348,11.08333333,162,399,1.969924812,2,7.380952381
26,12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,64,33,0.319587626,0.01067694,14.59259259,0.466159052,6.023500658,14.59259259,551,1182,2.201353638,11,7.686125212
27,13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,47,57,-0.096153845,0.011669659,11.15384615,0.447413793,4.640503979,11.15384615,519,1160,2.118103448,0,7.682758621
28,13515.2,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,32,24,0.14285714,0.009655172,12.03448276,0.541547278,5.030412015,12.03448276,378,698,2.479942693,10,8.309455587
29,13977,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,29,29,0,0.010566588,8.93902439,0.432469304,3.748597478,8.93902439,317,733,2.113233288,6,7.48840382
30,14438.8,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,59,24,0.421686742,0.012445644,12.70149254,0.472385429,5.269551186,12.70149254,402,851,2.129259694,22,7.83666275
31,14900.6,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,67,22,0.505617972,0.012366264,11.03571429,0.464940669,4.600261982,11.03571429,431,927,2.143473571,11,7.763754045
32,15362.4,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,24,0,0.999999958,0.009619238,13.72727273,0.533112583,5.704154124,13.72727273,161,302,2.374172185,0,8.261589404
33,15824.2,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,74,39,0.309734511,0.016412491,101.1111111,0.448351648,40.6237851,101.1111111,408,910,2.20989011,16,7.565934066
34,16286,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,23,0,0.999999957,0.005343866,9.678571429,0.533210332,4.084712704,9.678571429,289,542,2.28597786,0,7.94095941
35,16747.8,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,5,0.473684186,0.005382436,10.325,0.556900726,4.352760291,10.325,230,413,2.319612591,1,8.547215496
36,17209.6,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.142857122,0.004648074,15.83333333,0.478947368,6.524912281,15.83333333,91,190,2.005263158,2,7.926315789
38,18133.2,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,23,69,-0.499999995,0.015361496,13.58928571,0.505913272,5.638079595,13.58928571,385,761,2.136662286,2,7.869908016
39,18595,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,16,15,0.032258063,0.010197368,13.79310345,0.4275,5.688241379,13.79310345,171,400,2.0325,4,7.6
40,19056.8,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,56,38,0.19148936,0.01231011,8.873873874,0.446700508,3.728229753,8.873873874,440,985,2.228426396,10,7.752284264
41,19518.6,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,41,3,0.863636344,0.014511873,8.704545455,0.498694517,3.681295989,8.704545455,191,383,2.201044386,4,7.916449086
42,19980.4,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,5,0,0.9999998,0.003008424,13.23529412,0.386666667,5.448784314,13.23529412,87,225,2.235555556,0,7.386666667
43,20442.2,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,27,10,0.459459447,0.006927542,13.34545455,0.415531335,5.504394352,13.34545455,305,734,1.98773842,4,7.276566757
44,20904,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,24,8,0.499999984,0.010315925,16.08333333,0.484455959,6.627115717,16.08333333,187,386,2.411917098,1,8.03626943
45,21365.8,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,8,0.27272726,0.013888889,6.892857143,0.497409326,2.956106588,6.892857143,96,193,2.430051813,0,8.207253886
46,21827.6,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,0.99999975,0.004932182,8.818181818,0.484536082,3.72108716,8.818181818,47,97,2.268041237,1,8.360824742
47,22289.4,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,20,36,-0.285714281,0.018543046,7.25,0.39408867,3.057635468,7.25,160,406,2.192118227,19,7.438423645
48,22751.2,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,2,0.428571367,0.009562842,10.1,0.405940594,4.202376238,10.1,41,101,2.00990099,1,7.247524752
49,23213,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,48,18,0.454545448,0.011023885,11.30645161,0.586305278,4.757102756,11.30645161,411,701,2.517831669,0,8.540656205
50,23674.8,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,7,18,-0.439999982,0.010850694,9.838709677,0.462295082,4.120401904,9.838709677,141,305,2.17704918,10,7.554098361
51,24136.6,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,24,37,-0.213114751,0.013528499,10.85454545,0.41038526,4.505972286,10.85454545,245,597,2.125628141,7,7.552763819
52,24598.4,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,26,49,-0.306666663,0.009237591,13.18918919,0.518442623,5.483052725,13.18918919,506,976,2.431352459,15,8.318647541
53,25060.2,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,42,23,0.292307688,0.009848485,12.76811594,0.401816118,5.267972824,12.76811594,354,881,2.179341657,18,7.491486947
54,25522,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,29,24,0.094339621,0.00889411,9.658536585,0.409090909,4.027050998,9.658536585,324,792,2.121212121,18,7.523989899
55,25983.8,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,24,7,0.548387079,0.010231023,6.419354839,0.454773869,2.749651483,6.419354839,181,398,2.158291457,1,7.613065327
56,26445.6,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,37,7,0.681818166,0.008853119,9.984848485,0.446130501,4.172391594,9.984848485,294,659,2.166919575,4,7.541729894
57,26907.4,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,26,6,0.62499998,0.018212863,14.5,0.465517241,5.986206897,14.5,108,232,2.418103448,8,7.573275862
58,27369.2,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,37,16,0.396226408,0.00737956,13.12857143,0.48531012,5.445552619,13.12857143,446,919,2.261153428,8,7.815016322
59,27831,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,22,70,-0.521739125,0.024383779,6.467532468,0.4437751,2.764523027,6.467532468,221,498,2.114457831,13,7.576305221
60,28292.8,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,53,22,0.413333328,0.018504811,7.337662338,0.32920354,3.066746351,7.337662338,186,565,1.962831858,5,7.173451327
61,28754.6,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,24,45,-0.304347822,0.013628284,12.58928571,0.320567376,5.163941236,12.58928571,226,705,1.740425532,4,7.181560284
62,29216.4,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,29,24,0.094339621,0.008170187,10.04878049,0.468446602,4.206890836,10.04878049,386,824,2.139563107,9,7.872572816
63,29678.2,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,22,78,-0.559999994,0.024875622,6.683544304,0.456439394,2.855993479,6.683544304,241,528,2.128787879,15,7.613636364
64,30140,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,46,44,0.022222222,0.012103281,13.5,0.415415415,5.566166166,13.5,415,999,1.958958959,5,7.443443443
65,30601.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.27777777,0.010695187,15.81481481,0.423887588,6.495480961,15.81481481,181,427,2.217798595,1,7.882903981
66,31063.6,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,37,24,0.213114751,0.010827121,16.95121951,0.45323741,6.961782769,16.95121951,315,695,2.241726619,1,8.10647482
67,31525.4,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,31,51,-0.243902436,0.011214442,11.96202532,0.457142857,4.967667269,11.96202532,432,945,2.114285714,6,7.737566138
68,31987.2,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,31,12,0.441860455,0.002880879,10.56410256,0.377669903,4.376708987,10.56410256,778,2060,1.758737864,2,7.245631068
69,32449,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,33,42,-0.119999998,0.010234716,11.1686747,0.471413161,4.656035144,11.1686747,437,927,2.156418554,12,7.905070119
70,32910.8,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29,67,-0.395833329,0.012769354,15.33333333,0.554347826,6.355072464,15.33333333,510,920,2.27826087,0,8.17173913
71,33372.6,https://insights.blackcoffer.com/human-rights-outlook/,3,3,0,0.009287926,9.666666667,0.379310345,4.018390805,9.666666667,33,87,2.068965517,2,7.425287356
72,33834.4,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,28,4,0.749999977,0.008144566,11.27659574,0.437735849,4.685732637,11.27659574,232,530,2.169811321,2,7.413207547
73,34296.2,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,38,30,0.117647057,0.00949986,7.666666667,0.442391304,3.243623188,7.666666667,407,920,2.089130435,6,7.780434783
74,34758,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,50,16,0.515151507,0.00860159,10.55319149,0.478830645,4.412808854,10.55319149,475,992,2.269153226,5,7.734879032
75,35219.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,29,32,-0.049180327,0.013177792,12.95744681,0.420361248,5.351123223,12.95744681,256,609,2.064039409,3,7.600985222
76,35681.6,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,17,41,-0.413793096,0.007057678,16.1875,0.451737452,6.655694981,16.1875,468,1036,2.129343629,1,7.932432432
77,36143.4,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,14,41,-0.490909082,0.013202112,10.36538462,0.441558442,4.322777223,10.36538462,238,539,2.172541744,4,7.729128015
78,36605.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,33,47,-0.174999998,0.016743407,8.513513514,0.444444444,3.583183183,8.513513514,280,630,2.134920635,37,7.584126984
79,37067,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,20,27,-0.148936167,0.010239651,15.71052632,0.452261307,6.465115049,15.71052632,270,597,2.227805695,12,7.688442211
80,37528.8,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,21,47,-0.382352936,0.011232243,13.10169492,0.428201811,5.411958691,13.10169492,331,773,2.099611902,4,7.831824062
81,37990.6,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3,3,0,0.009049774,8.545454545,0.35106383,3.55860735,8.545454545,33,94,2.085106383,2,7.053191489
82,38452.4,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,24,42,-0.272727269,0.014712439,9.95,0.423785595,4.149514238,9.95,253,597,1.969849246,13,7.514237856
83,38914.2,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,6,24,-0.59999998,0.011181513,10.14285714,0.428169014,4.228410463,10.14285714,152,355,1.954929577,4,7.557746479
84,39376,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,26,54,-0.349999996,0.01537279,12.92,0.476780186,5.358712074,12.92,308,646,2.212074303,2,8.055727554
85,39837.8,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,22,35,-0.228070171,0.014570552,13.68421053,0.440384615,5.649838057,13.68421053,229,520,2.009615385,6,7.523076923
86,40299.6,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,3,0.249999969,0.004024145,11.5,0.442687747,4.777075099,11.5,112,253,2.173913043,0,7.85770751
87,40761.4,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,12,3,0.59999996,0.006127451,10.42424242,0.313953488,4.295278365,10.42424242,108,344,1.901162791,4,7.11627907
88,41223.2,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,31,58,-0.303370783,0.018599791,18.5625,0.488215488,7.620286195,18.5625,290,594,2.101010101,3,8.055555556
89,41685,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,25,24,0.020408163,0.022022472,10.58064516,0.268292683,4.339575138,10.58064516,88,328,1.838414634,42,6.783536585
90,42146.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6,39,-0.733333317,0.009497678,12.87234043,0.462809917,5.334060137,12.87234043,280,605,1.975206612,1,7.831404959
91,42608.6,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,14,33,-0.404255311,0.010325132,10.90384615,0.486772487,4.556247456,10.90384615,276,567,2.167548501,0,8.028218695
92,43070.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,22,53,-0.413333328,0.015809444,11.1509434,0.475465313,4.650563484,11.1509434,281,591,2.150592217,2,8.027072758
93,43532.2,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,22,36,-0.241379306,0.010459874,13.16363636,0.424033149,5.435067805,13.16363636,307,724,2.089779006,10,7.658839779
94,43994,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,43,48,-0.054945054,0.014310426,11.9,0.424969988,4.929987995,11.9,354,833,2.046818727,4,7.633853541
95,44455.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,23,44,-0.313432831,0.00834579,14.06756757,0.46301633,5.812233559,14.06756757,482,1041,2.030739673,10,7.711815562
96,44917.6,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,23,25,-0.041666666,0.016337645,41.18181818,0.231788079,16.5654425,41.18181818,105,453,1.821192053,44,6.485651214
97,45379.4,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,38,79,-0.350427347,0.013033307,15.04054054,0.478885894,6.207770574,15.04054054,533,1113,2.125786164,13,8.0655885
98,45841.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,28,58,-0.348837205,0.019026549,7.8875,0.362916006,3.300166403,7.8875,229,631,2.177496038,7,7.163232964
99,46303,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,14,-0.27272726,0.013513514,12.0625,0.481865285,5.017746114,12.0625,93,193,2.274611399,1,8.435233161
100,46764.8,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,44,91,-0.348148146,0.013546057,14.61363636,0.426127527,6.015905556,14.61363636,548,1286,1.975894246,4,7.749611198
101,47226.6,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,32,64,-0.33333333,0.018018018,11.65625,0.367292225,4.80941689,11.65625,274,746,2.065683646,36,7.142091153
102,47688.4,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,29,64,-0.376344082,0.012832896,11.20930233,0.410788382,4.648036283,11.20930233,396,964,2.044605809,14,7.517634855
103,48150.2,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,38,82,-0.366666664,0.015491867,13.54666667,0.431102362,5.591107612,13.54666667,438,1016,2.11023622,19,7.624015748
104,48612,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,49,76,-0.215999998,0.013309199,15.47435897,0.470588235,6.377978884,15.47435897,568,1207,2.150787075,8,7.781275891
105,49073.8,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,53,18,0.49295774,0.008910643,15.171875,0.501544799,6.26936792,15.171875,487,971,2.256436663,3,8.205973223
106,49535.6,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,15,24,-0.230769225,0.010902991,13.78787879,0.435164835,5.689217449,13.78787879,198,455,2.16043956,3,7.861538462
107,49997.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,40,95,-0.407407404,0.018643834,12.92857143,0.470718232,5.359715864,12.92857143,426,905,2.182320442,6,8.001104972
109,50921,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5,40,-0.77777776,0.012142472,12.83783784,0.450526316,5.315345661,12.83783784,214,475,2.176842105,1,7.802105263
110,51382.8,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,21,62,-0.493975898,0.010257044,21.42,0.384687208,8.721874883,21.42,412,1071,2.100840336,3,7.555555556
111,51844.6,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,85,32,0.452991449,0.014421299,14.58571429,0.479921645,6.026254372,14.58571429,490,1021,2.245837414,0,7.946131244
112,52306.4,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,26,21,0.106382976,0.007796948,13.23728814,0.444302177,5.472636125,13.23728814,347,781,2.183098592,8,7.718309859
113,52768.2,https://insights.blackcoffer.com/continued-demand-for-sustainability/,50,36,0.162790696,0.014688301,14.55319149,0.561403509,6.045837999,14.55319149,384,684,2.39619883,1,8.55994152
